scooter_id,service_area,scooter_model,total_trips_24h,battery_health_score,reported_issue_count_24h,taken_out_of_service
SC01213,residential,QX2080,6,84.3,0,0
SC01214,university,QX1010,4,82.7,0,0
SC01215,downtown,QX1010,18,69.8,3,1
SC01216,residential,QX2080,3,76.3,0,1
SC01217,waterfront,QX1010,1,75.1,0,0
SC01218,downtown,QX2080,8,90,0,0
SC01219,city center,QX2080,4,94.6,1,1
SC01220,downtown,QX1010,10,69.2,2,0
SC01221,city center,QX1010,10,68.6,0,0
SC01222,residential,QX1010,3,80.6,0,0
SC01223,city center,QX3000,5,86.9,2,1
SC01224,university,QX2080,4,79.8,0,0
SC01225,city center,QX1010,11,81.4,2,0
SC01226,downtown,QX3000,3,85.2,-4,0
SC01227,downtown,QX2080,na,75.5,2,0
SC01228,residential,QX2080,3,100,0,0
SC01229,university,QX3000,5,79.5,3,0
SC01230,city center,QX1010,6,95.1,0,0
SC01231,residential,QX1010,4,95.1,0,0
SC01232,downtown,QX2080,5,84.8,1,0
SC01233,downtown,QX1010,10,61.6,0,0
SC01234,downtown,QX2080,na,79.2,3,1
SC01235,waterfront,QX1010,3,79.2,0,0
SC01236,residential,QX1010,4,83,0,0
SC01237,university,QX1010,7,71.4,2,0
SC01238,downtown,QX1010,12,82.8,0,0
SC01239,downtown,QX1010,7,88.8,3,0
SC01240,university,QX1010,15,83.9,0,0
SC01241,city center,QX3000,8,78.4,0,0
SC01242,waterfront,QX1010,2,75.4,2,0
SC01243,residential,QX1010,10,81,0,0
SC01244,city center,QX1010,8,94.5,0,1
SC01245,residential,QX1010,na,85.8,-4,0
SC01246,waterfront,QX1010,na,85.8,0,0
SC01247,city center,QX2080,5,78.5,2,0
SC01248,university,QX1010,5,77.7,0,0
SC01249,waterfront,QX3000,4,90.4,0,0
SC01250,downtown,QX3000,8,80.7,0,0
SC01251,residential,QX1010,5,85.4,0,0
SC01252,downtown,QX1010,7,,0,0
SC01253,university,QX1010,5,85,0,0
SC01254,residential,QX2080,7,83.6,2,0
SC01255,university,QX1010,10,70.7,2,0
SC01256,city center,QX3000,6,75.4,0,0
SC01257,university,QX2080,6,79.3,0,0
SC01258,downtown,QX3000,3,85.4,0,0
SC01259,downtown,QX2080,12,70.5,0,1
SC01260,downtown,QX3000,8,83.6,0,0
SC01261,university,QX1010,8,87.3,2,0
SC01262,city center,QX1010,na,89.7,1,1
SC01263,downtown,QX1010,6,,0,1
SC01264,residential,QX3000,2,75.2,0,0
SC01265,city center,QX2080,4,71.4,1,0
SC01266,city center,QX3000,10,77.5,2,0
SC01267,city center,QX1010,1,85.9,0,0
SC01268,downtown,QX3000,8,79.6,2,0
SC01269,residential,QX2080,6,75,0,0
SC01270,city center,QX2080,4,78.7,1,0
SC01271,downtown,QX3000,7,86.5,0,1
SC01272,waterfront,QX1010,4,71.5,0,0
SC01273,residential,QX1010,4,100,0,0
SC01274,residential,QX2080,2,83.1,0,0
SC01275,residential,QX1010,7,89.3,0,0
SC01276,waterfront,QX1010,2,79.5,0,0
SC01277,city center,QX1010,6,86.1,3,0
SC01278,university,QX1010,5,82.9,0,0
SC01279,university,QX3000,8,88.9,3,0
SC01280,downtown,QX2080,5,78.8,0,0
SC01281,downtown,QX1010,7,93.6,3,0
SC01282,downtown,QX1010,11,64.5,0,1
SC01283,university,QX1010,9,86.9,0,0
SC01284,residential,QX2080,4,82.3,0,0
SC01285,residential,QX3000,4,76.1,1,1
SC01286,city center,QX3000,8,98.2,3,0
SC01287,downtown,QX1010,4,98.5,0,0
SC01288,city center,QX1010,9,61.2,1,1
SC01289,university,QX2080,9,78.8,0,0
SC01290,waterfront,QX2080,2,88.9,0,0
SC01291,residential,QX2080,4,85.1,0,0
SC01292,waterfront,QX2080,3,95,2,0
SC01293,residential,QX2080,7,90,4,0
SC01294,waterfront,QX1010,1,87.5,1,0
SC01295,city center,QX1010,4,100,0,0
SC01296,downtown,QX1010,7,88.4,0,0
SC01297,downtown,QX1010,7,77.4,3,0
SC01298,city center,QX1010,8,74.9,0,0
SC01299,downtwon,QX2080,13,84.7,0,0
SC01300,downtown,QX1010,8,72.9,3,1
SC01301,waterfront,QX1010,1,81.7,0,0
SC01302,downtown,QX2080,4,79.3,0,0
SC01303,waterfront,QX2080,na,86.7,1,0
SC01304,residential,QX1010,1,83.6,1,0
SC01305,university,QX3000,11,68,4,1
SC01306,university,QX3000,5,93.9,2,0
SC01307,city center,QX2080,3,78.7,0,0
SC01308,university,QX2080,8,95.3,1,1
SC01309,downtown,QX1010,7,83,2,0
SC01310,waterfront,QX3000,0,98.8,1,0
SC01311,city center,QX1010,11,,0,0
SC01312,downtown,QX3000,9,92,0,0
SC01313,residential,QX2080,3,86.9,0,0
SC01314,university,QX1010,8,81.6,0,0
SC01315,city center,QX1010,3,92.9,2,0
SC01316,university,QX2080,8,99.2,1,0
SC01317,downtown,QX2080,11,73.4,0,0
SC01318,university,QX1010,6,88,3,0
SC01319,downtown,QX2080,5,80.5,0,1
SC01320,downtown,QX3000,11,83.5,1,0
SC01321,downtown,QX2080,4,,3,0
SC01322,city center,QX2080,6,61.4,1,1
SC01323,city center,QX1010,5,80.3,2,0
SC01324,city center,QX2080,7,87.4,1,0
SC01325,downtown,QX1010,4,76.3,1,0
SC01326,downtown,QX3000,7,90.2,0,0
SC01327,university,QX1010,2,86,1,0
SC01328,downtown,QX2080,11,74.1,0,0
SC01329,university,QX1010,10,85.7,0,0
SC01330,waterfront,QX1010,3,89.4,3,1
SC01331,city center,QX2080,7,82.5,2,0
SC01332,waterfront,QX2080,2,91.5,2,0
SC01333,downtown,QX2080,9,79,0,1
SC01334,downtown,QX3000,5,70,0,0
SC01335,residential,QX3000,4,81.6,0,0
SC01336,residential,QX3000,3,70.3,2,0
SC01337,residential,QX1010,6,86.8,1,0
SC01338,downtown,QX2080,9,84.9,4,0
SC01339,residential,QX3000,11,87.2,0,0
SC01340,city center,QX1010,2,88.6,2,0
SC01341,city center,QX1010,10,86.2,0,0
SC01342,downtown,QX3000,4,71.4,1,1
SC01343,waterfront,QX2080,2,82,0,0
SC01344,downtown,QX2080,5,68.5,0,0
SC01345,residential,QX3000,6,80.2,0,0
SC01346,university,QX2080,7,92.6,2,0
SC01347,residential,QX1010,3,92.9,0,0
SC01348,residential,QX1010,1,90.8,0,0
SC01349,residential,QX1010,1,83.7,4,0
SC01350,downtown,QX1010,13,67.2,2,0
SC01351,downtown,QX2080,3,83.7,1,0
SC01352,university,QX3000,7,91.8,0,0
SC01353,city center,QX1010,7,83.9,2,0
SC01354,downtown,QX1010,6,67.7,0,1
SC01355,downtown,QX3000,10,80.9,0,0
SC01356,city center,QX1010,6,64.9,0,0
SC01357,downtown,QX2080,5,87.3,0,0
SC01358,downtown,QX2080,8,72.2,0,0
SC01359,waterfront,QX2080,5,70.1,0,0
SC01360,city center,QX1010,10,85,0,1
SC01361,waterfront,QX2080,2,87.7,1,0
SC01362,waterfront,QX1010,2,86.4,0,1
SC01363,downtown,QX2080,7,97.5,0,0
SC01364,residential,QX1010,4,88.2,0,0
SC01365,university,QX2080,6,74.2,1,1
SC01366,university,QX2080,6,84.1,-1,0
SC01367,downtown,QX1010,6,78.8,0,0
SC01368,downtown,QX1010,8,90.4,1,0
SC01369,downtown,QX1010,10,80.4,2,0
SC01370,university,QX1010,7,83.6,1,0
SC01371,waterfront,QX1010,2,72.1,0,0
SC01372,university,QX3000,9,81.3,0,0
SC01373,residential,QX1010,5,81.5,0,0
SC01374,waterfront,QX3000,2,77.7,0,0
SC01375,university,QX3000,6,81.3,0,0
SC01376,downtown,QX1010,10,81.7,3,0
SC01377,residential,QX2080,4,81.3,0,0
SC01378,city center,QX3000,6,71.2,0,0
SC01379,downtwon,QX2080,7,76.6,2,0
SC01380,university,QX1010,7,76.4,0,0
SC01381,waterfront,QX1010,7,82,0,0
SC01382,downtown,QX1010,10,78.7,1,0
SC01383,city center,QX2080,8,74.6,0,0
SC01384,downtown,QX3000,6,79.4,0,0
SC01385,downtown,QX3000,9,81.4,0,0
SC01386,downtown,QX1010,7,88.6,0,0
SC01387,residential,QX2080,5,82.9,1,0
SC01388,residential,QX1010,5,94.1,0,1
SC01389,downtown,QX3000,6,92.8,1,0
SC01390,city center,QX1010,7,93.1,0,0
SC01391,downtown,QX3000,7,94,2,0
SC01392,downtown,QX3000,13,90.9,0,0
SC01393,university,QX1010,6,71.4,3,0
SC01394,university,QX1010,4,88.3,0,0
SC01395,university,QX3000,4,95.2,2,0
SC01396,city center,QX1010,4,94.7,2,0
SC01397,university,QX2080,3,75.5,0,0
SC01398,downtown,QX3000,6,88.8,0,0
SC01399,downtown,QX2080,8,78.7,3,1
SC01400,waterfront,QX1010,3,99.3,0,0
SC01401,residential,QX1010,8,67.8,0,0
SC01402,waterfront,QX1010,7,73.9,1,0
SC01403,waterfront,QX3000,5,,2,0
SC01404,university,QX1010,10,79.2,3,0
SC01405,waterfront,QX1010,4,100,0,0
SC01406,city center,QX1010,8,79.2,0,0
SC01407,downtown,QX3000,10,80.9,0,0
SC01408,downtown,QX1010,8,84.3,2,0
SC01409,downtown,QX3000,8,80.6,3,0
SC01410,downtown,QX2080,8,81.2,0,0
SC01411,city center,QX3000,4,88.1,0,0
SC01412,residential,QX3000,11,,0,1
SC01413,residential,QX3000,5,,0,0
SC01414,university,QX3000,2,92.7,1,0
SC01415,downtown,QX1010,13,83.5,2,0
SC01416,residential,QX2080,5,91.5,0,0
SC01417,city center,QX2080,7,81.8,0,0
SC01418,downtown,QX2080,8,81.1,0,0
SC01419,city center,QX3000,8,88,1,1
SC01420,city center,QX3000,9,75.7,3,0
SC01421,downtown,QX2080,10,71.1,0,0
SC01422,residential,QX2080,5,79.4,0,0
SC01423,residential,QX2080,6,68.9,1,1
SC01424,university,QX1010,6,84.7,3,0
SC01425,downtown,QX1010,15,82.9,0,0
SC01426,residential,QX1010,8,73.6,0,0
SC01427,university,QX1010,3,87.3,3,1
SC01428,downtown,QX1010,13,70.3,2,0
SC01429,university,QX2080,10,67.9,1,0
SC01430,city center,QX1010,10,95.5,0,0
SC01431,city center,QX3000,7,73.9,0,0
SC01432,downtown,QX2080,7,68,0,0
SC01433,university,QX1010,11,79,2,0
SC01434,downtown,QX1010,12,78.7,3,0
SC01435,downtown,QX1010,12,82.1,0,0
SC01436,downtown,QX3000,11,96.2,2,0
SC01437,waterfront,QX1010,5,75.4,3,0
SC01438,city center,QX2080,4,76.4,0,0
SC01439,city center,QX3000,11,,3,0
SC01440,city center,QX3000,7,90.4,4,0
SC01441,residential,QX1010,3,90.4,0,0
SC01442,university,QX1010,2,79.4,2,0
SC01443,waterfront,QX1010,2,94,0,0
SC01444,city center,QX1010,6,88,1,0
SC01445,downtown,QX1010,10,79.6,2,1
SC01446,university,QX2080,6,74.7,1,0
SC01447,city center,QX3000,5,84.9,1,0
SC01448,residential,QX2080,7,92.9,0,0
SC01449,residential,QX2080,10,67.2,0,0
SC01450,city center,QX1010,10,71.2,2,1
SC01451,waterfront,QX3000,1,81.9,0,0
SC01452,university,QX2080,12,71.4,4,1
SC01453,downtown,QX3000,12,78.3,0,1
SC01454,city center,QX3000,8,89.7,0,0
SC01455,downtown,QX1010,11,81.1,0,0
SC01456,residential,QX1010,7,80.9,3,0
SC01457,downtown,QX1010,6,83.6,0,0
SC01458,city center,QX1010,5,87.3,4,0
SC01459,university,QX3000,7,68.1,0,0
SC01460,downtown,QX1010,9,87.9,2,1
SC01461,downtown,QX2080,4,74.3,2,0
SC01462,university,QX2080,3,78.3,0,0
SC01463,downtown,QX1010,7,83.3,0,0
SC01464,city center,QX1010,6,80.6,0,0
SC01465,city center,QX2080,14,77.4,0,0
SC01466,downtown,QX2080,8,79.3,2,0
SC01467,downtown,QX1010,10,75.5,0,0
SC01468,residential,QX1010,7,93.4,2,0
SC01469,waterfront,QX2080,3,88.1,1,0
SC01470,downtown,QX1010,10,80.6,0,1
SC01471,waterfront,QX3000,4,90.7,2,0
SC01472,university,QX1010,5,76,4,0
SC01473,university,QX1010,2,100,0,0
SC01474,residential,QX2080,5,71.3,2,0
SC01475,residential,QX2080,4,82.3,1,0
SC01476,residential,QX2080,3,79.7,0,0
SC01477,city center,QX1010,na,77.6,0,0
SC01478,university,QX3000,9,76.9,0,0
SC01479,city center,QX2080,7,72.3,0,1
SC01480,downtown,QX2080,7,89,2,0
SC01481,university,QX1010,6,71,0,0
SC01482,downtown,QX1010,8,88,1,0
SC01483,downtwon,QX2080,10,82,0,0
SC01484,downtown,QX1010,7,77.2,0,0
SC01485,downtown,QX2080,7,83.4,4,0
SC01486,university,QX1010,8,,0,0
SC01487,university,QX3000,6,73.8,0,0
SC01488,city center,QX2080,10,67.2,0,0
SC01489,downtown,QX3000,8,87.2,0,0
SC01490,city center,QX2080,6,84.8,0,0
SC01491,city center,QX1010,2,86.5,0,0
SC01492,residential,QX3000,4,81.5,1,0
SC01493,university,QX2080,9,75.7,0,0
SC01494,city center,QX2080,9,74.5,2,0
SC01495,city center,QX1010,8,64.8,3,0
SC01496,waterfront,QX2080,8,78.6,0,0
SC01497,residential,QX3000,1,91.6,0,0
SC01498,city center,QX2080,9,77.9,2,0
SC01499,city center,QX1010,4,97.8,0,0
SC01500,downtown,QX2080,13,65.6,0,1
SC01501,waterfront,QX2080,1,78.1,0,0
SC01502,city center,QX3000,6,84.3,3,0
SC01503,downtown,QX1010,11,79.3,0,0
SC01504,waterfront,QX1010,4,66.6,0,0
SC01505,residential,QX3000,3,90.7,0,0
SC01506,downtown,QX2080,9,79.4,1,0
SC01507,downtown,QX2080,12,56.9,0,0
SC01508,downtown,QX2080,10,75.5,1,0
SC01509,university,QX1010,6,74.3,0,0
SC01510,downtown,QX2080,11,71.8,0,0
SC01511,waterfront,QX1010,0,74.6,0,0
SC01512,waterfront,QX1010,5,85.5,0,0
SC01513,university,QX2080,12,89.9,0,0
SC01514,university,QX2080,4,,3,0
SC01515,city center,QX3000,8,63.2,0,0
SC01516,downtown,QX1010,5,84.4,1,0
SC01517,residential,QX1010,4,81.1,0,0
SC01518,downtown,QX3000,15,66.6,0,0
SC01519,downtown,QX1010,11,80.2,0,0
SC01520,city center,QX1010,3,91.1,1,0
SC01521,downtown,QX1010,7,74.7,0,0
SC01522,city center,QX2080,5,66.5,0,0
SC01523,residential,QX3000,5,66.9,-3,0
SC01524,residential,QX2080,4,75.6,0,0
SC01525,university,QX2080,13,72.8,3,0
SC01526,residential,QX1010,5,77.6,3,0
SC01527,city center,QX1010,7,74.6,0,0
SC01528,residential,QX2080,5,85.3,1,0
SC01529,university,QX1010,6,85.1,0,0
SC01530,downtown,QX1010,5,83.7,1,0
SC01531,waterfront,QX1010,4,89.7,1,0
SC01532,downtown,QX1010,14,69.2,1,1
SC01533,downtown,QX2080,6,70.4,2,0
SC01534,downtown,QX2080,2,78.5,2,0
SC01535,city center,QX1010,4,77.8,0,0
SC01536,city center,QX2080,7,61.5,0,0
SC01537,university,QX2080,10,71.9,0,0
SC01538,residential,QX2080,5,89.9,0,0
SC01539,city center,QX3000,4,91.6,3,0
SC01540,university,QX1010,4,87.3,0,0
SC01541,city center,QX3000,8,82.7,1,0
SC01542,residential,QX1010,4,95.1,0,0
SC01543,downtown,QX1010,3,74.6,0,0
SC01544,downtown,QX1010,12,68.2,0,0
SC01545,university,QX2080,8,87.7,3,0
SC01546,university,QX1010,7,80.6,0,0
SC01547,residential,QX1010,3,77.9,0,0
SC01548,university,QX2080,na,85.2,0,0
SC01549,residential,QX1010,5,78.3,3,0
SC01550,city center,QX1010,3,76.5,0,0
SC01551,downtown,QX1010,10,70.6,2,0
SC01552,downtwon,QX1010,6,83.9,0,0
SC01553,downtown,QX1010,7,82.1,0,0
SC01554,city center,QX1010,5,94.9,2,0
SC01555,city center,QX1010,7,77.9,1,0
SC01556,city center,QX2080,4,78.7,2,0
SC01557,university,QX3000,13,89.8,0,0
SC01558,city center,QX2080,10,84.9,5,0
SC01559,university,QX2080,9,78.5,0,0
SC01560,university,QX3000,7,69.1,1,1
SC01561,city center,QX3000,8,74.7,0,1
SC01562,city center,QX2080,na,69.1,0,0
SC01563,university,QX3000,9,81.1,0,0
SC01564,university,QX3000,3,81.3,1,0
SC01565,city center,QX2080,8,91.7,2,0
SC01566,city center,QX2080,13,60.7,0,1
SC01567,university,QX1010,8,69.7,0,1
SC01568,university,QX1010,5,84.1,0,1
SC01569,downtown,QX2080,9,81.7,0,0
SC01570,city center,QX2080,6,57.7,2,1
SC01571,residential,QX1010,8,64.8,0,0
SC01572,downtown,QX2080,6,,-4,0
SC01573,residential,QX2080,5,92,0,0
SC01574,downtown,QX3000,7,98.4,0,0
SC01575,university,QX1010,8,76.1,4,0
SC01576,city center,QX1010,6,79.7,0,0
SC01577,downtown,QX2080,na,72.6,4,0
SC01578,waterfront,QX3000,4,90.2,1,0
SC01579,city center,QX3000,8,94.6,0,0
SC01580,waterfront,QX3000,1,97.9,0,0
SC01581,city center,QX3000,6,83,2,0
SC01582,residential,QX1010,5,74.9,1,0
SC01583,waterfront,QX1010,2,84.5,0,0
SC01584,university,QX1010,8,91.3,1,0
SC01585,downtown,QX2080,na,77.1,0,0
SC01586,university,QX3000,7,67,0,1
SC01587,university,QX1010,10,74.9,0,0
SC01588,waterfront,QX2080,4,,2,0
SC01589,city center,QX1010,1,69.7,0,0
SC01590,downtown,QX1010,9,80.8,0,0
SC01591,downtown,QX1010,10,82.3,0,0
SC01592,university,QX1010,9,94.6,0,0
SC01593,waterfront,QX3000,3,74.3,0,0
SC01594,downtwon,QX1010,4,,2,0
SC01595,residential,QX3000,4,93,0,0
SC01596,waterfront,QX2080,1,88.1,1,0
SC01597,downtown,QX1010,3,75,3,0
SC01598,downtown,QX1010,11,68.1,2,0
SC01599,university,QX3000,8,82.4,2,0
SC01600,university,QX1010,5,82.8,0,0
SC01601,downtown,QX3000,5,79.2,0,0
SC01602,residential,QX1010,5,93,0,0
SC01603,university,QX2080,8,74.7,0,0
SC01604,waterfront,QX3000,1,71.1,0,0
SC01605,residential,QX1010,3,81.7,1,0
SC01606,residential,QX1010,3,87.7,1,0
SC01607,university,QX3000,4,87.7,0,0
SC01608,downtown,QX1010,4,85.6,3,0
SC01609,university,QX1010,9,91.5,0,0
SC01610,downtwon,QX1010,7,70.9,0,0
SC01611,university,QX1010,3,80,0,0
SC01612,downtown,QX2080,11,88.8,0,0
SC01613,university,QX2080,7,62.2,0,0
SC01614,downtown,QX1010,7,,0,0
SC01615,city center,QX3000,6,,0,0
SC01616,downtown,QX1010,10,88.3,0,0
SC01617,university,QX1010,7,86,3,1
SC01618,residential,QX2080,4,87.1,0,0
SC01619,downtown,QX3000,4,76,1,0
SC01620,residential,QX1010,4,94.5,1,0
SC01621,residential,QX1010,7,70.2,0,1
SC01622,city center,QX2080,10,66.8,0,0
SC01623,university,QX3000,8,84.9,2,0
SC01624,city center,QX1010,na,77,0,1
SC01625,downtown,QX1010,4,84.6,0,0
SC01626,university,QX2080,7,82.6,3,1
SC01627,downtown,QX1010,5,97.1,1,0
SC01628,residential,QX1010,2,88.1,1,0
SC01629,waterfront,QX1010,2,79.1,2,1
SC01630,residential,QX1010,5,87.8,0,0
SC01631,university,QX2080,9,70.2,2,0
SC01632,university,QX3000,8,,0,0
SC01633,waterfront,QX2080,1,84.2,2,0
SC01634,downtown,QX2080,7,82.3,0,0
SC01635,downtown,QX3000,11,64.1,0,0
SC01636,university,QX1010,6,62.1,0,0
SC01637,city center,QX1010,na,65.2,1,0
SC01638,city center,QX3000,6,98,0,0
SC01639,downtown,QX1010,8,69.8,3,1
SC01640,university,QX2080,7,85.1,0,0
SC01641,downtown,QX2080,5,75,0,0
SC01642,downtown,QX1010,na,78.4,0,1
SC01643,downtown,QX2080,4,80.9,0,0
SC01644,city center,QX1010,6,95.2,1,0
SC01645,residential,QX1010,4,87.8,1,0
SC01646,city center,QX2080,4,84.6,1,0
SC01647,university,QX1010,8,90.6,0,0
SC01648,residential,QX2080,3,76.7,0,0
SC01649,city center,QX3000,10,89.1,3,1
SC01650,residential,QX3000,2,94.1,1,0
SC01651,university,QX1010,2,92,3,0
SC01652,university,QX1010,9,77.5,0,0
SC01653,downtown,QX1010,10,,1,0
SC01654,downtown,QX1010,9,71.4,0,0
SC01655,waterfront,QX3000,2,79.5,1,0
SC01656,residential,QX1010,4,75,2,0
SC01657,waterfront,QX1010,2,87.5,1,0
SC01658,waterfront,QX3000,4,82.9,0,1
SC01659,downtwon,QX1010,8,83.3,1,0
SC01660,residential,QX1010,6,85.3,0,0
SC01661,city center,QX1010,2,75.4,0,0
SC01662,residential,QX2080,6,70.4,1,1
SC01663,downtown,QX2080,9,,0,1
SC01664,city center,QX1010,11,70.6,0,0
SC01665,residential,QX3000,5,76.5,1,0
SC01666,residential,QX3000,5,,1,0
SC01667,university,QX3000,6,70.2,0,0
SC01668,city center,QX1010,7,97.6,0,0
SC01669,city center,QX1010,na,84.5,1,0
SC01670,waterfront,QX3000,2,94.8,0,0
SC01671,city center,QX1010,5,89.4,0,0
SC01672,city center,QX2080,4,86.5,0,0
SC01673,university,QX2080,10,90.6,3,0
SC01674,city center,QX1010,4,73.6,0,0
SC01675,university,QX2080,6,78.4,0,0
SC01676,city center,QX3000,7,75.2,2,0
SC01677,residential,QX2080,1,69.3,2,0
SC01678,waterfront,QX1010,5,,0,0
SC01679,waterfront,QX3000,4,100,1,0
SC01680,university,QX2080,6,78.2,2,0
SC01681,city center,QX2080,9,94.2,0,0
SC01682,residential,QX3000,6,100,0,0
SC01683,residential,QX2080,8,100,2,0
SC01684,university,QX1010,5,98.2,1,0
SC01685,university,QX1010,11,97.2,2,0
SC01686,residential,QX1010,6,84,0,0
SC01687,university,QX2080,8,80,3,0
SC01688,residential,QX2080,1,86.2,2,0
SC01689,downtown,QX2080,6,79.7,0,0
SC01690,city center,QX1010,8,80.9,4,0
SC01691,university,QX2080,5,86.9,2,0
SC01692,downtown,QX3000,10,76,1,0
SC01693,residential,QX1010,3,71.9,2,0
SC01694,university,QX2080,8,,0,0
SC01695,downtown,QX2080,3,76.2,2,0
SC01696,residential,QX2080,4,76.3,0,0
SC01697,residential,QX1010,5,80.8,2,0
SC01698,residential,QX2080,7,75.7,3,0
SC01699,city center,QX3000,6,92.6,2,0
SC01700,residential,QX2080,5,79.1,2,1
SC01701,city center,QX3000,4,94.7,1,0
SC01702,university,QX3000,6,85,0,0
SC01703,downtown,QX1010,10,,0,0
SC01704,university,QX2080,8,79.4,0,0
SC01705,residential,QX2080,3,71.1,2,0
SC01706,university,QX3000,15,78.9,2,0
SC01707,city center,QX1010,6,88.4,0,0
SC01708,residential,QX1010,6,89.6,0,0
SC01709,university,QX3000,14,65.3,0,0
SC01710,downtown,QX1010,7,67.5,0,1
SC01711,waterfront,QX2080,0,79.9,1,0
SC01712,residential,QX1010,5,93.8,2,1
SC01713,waterfront,QX3000,1,89.1,0,0
SC01714,waterfront,QX3000,1,,1,0
SC01715,waterfront,QX1010,6,68.9,0,0
SC01716,residential,QX2080,4,75.5,0,0
SC01717,university,QX1010,4,76.4,1,0
SC01718,downtown,QX2080,9,85.3,3,0
SC01719,university,QX2080,8,86.7,0,0
SC01720,residential,QX3000,5,75.1,0,0
SC01721,university,QX1010,7,86.8,0,1
SC01722,residential,QX1010,6,86.7,0,0
SC01723,downtown,QX2080,8,68.1,-2,0
SC01724,city center,QX2080,3,81.4,0,0
SC01725,university,QX2080,9,80.2,1,0
SC01726,city center,QX1010,4,84.2,0,0
SC01727,downtown,QX1010,7,65.9,0,0
SC01728,downtown,QX3000,10,81.1,0,0
SC01729,residential,QX1010,4,88.2,0,0
SC01730,city center,QX1010,7,93.8,3,0
SC01731,downtown,QX3000,9,75.1,0,1
SC01732,downtown,QX1010,1,80.6,0,1
SC01733,city center,QX2080,3,80.3,2,0
SC01734,downtown,QX1010,14,77.3,2,0
SC01735,residential,QX3000,4,85.6,0,0
SC01736,residential,QX2080,4,86.4,0,1
SC01737,downtown,QX3000,7,72.8,2,0
SC01738,university,QX1010,6,84.6,4,0
SC01739,downtown,QX2080,6,73.4,3,1
SC01740,city center,QX2080,6,78.5,0,0
SC01741,residential,QX1010,6,95.7,2,0
SC01742,university,QX1010,4,70.9,0,0
SC01743,residential,QX1010,8,77.2,0,0
SC01744,downtown,QX3000,7,71.6,3,0
SC01745,city center,QX2080,8,79.4,1,0
SC01746,city center,QX2080,12,83.8,0,0
SC01747,city center,QX2080,7,80.3,0,1
SC01748,waterfront,QX2080,2,81.9,2,0
SC01749,downtown,QX2080,9,88.6,0,0
SC01750,residential,QX1010,3,86.4,0,1
SC01751,residential,QX2080,2,89.9,0,0
SC01752,university,QX1010,5,88.1,0,0
SC01753,city center,QX3000,10,55.6,2,1
SC01754,university,QX3000,5,83.3,0,0
SC01755,city center,QX1010,8,,0,1
SC01756,residential,QX2080,4,74.3,2,1
SC01757,city center,QX1010,8,92.1,0,0
SC01758,waterfront,QX3000,2,83.2,2,0
SC01759,university,QX3000,10,96.1,0,0
SC01760,university,QX3000,11,67.2,3,0
SC01761,residential,QX1010,6,72,3,0
SC01762,university,QX1010,3,90.1,2,0
SC01763,waterfront,QX1010,4,79.9,0,0
SC01764,downtown,QX1010,11,79.8,2,0
SC01765,waterfront,QX1010,1,84.2,2,0
SC01766,residential,QX1010,5,80.8,0,0
SC01767,residential,QX3000,7,79.8,0,0
SC01768,city center,QX1010,6,82.7,0,0
SC01769,residential,QX1010,7,85.9,0,0
SC01770,city center,QX3000,12,92.1,0,0
SC01771,residential,QX2080,3,80.4,1,0
SC01772,downtwon,QX2080,9,74,2,0
SC01773,city center,QX2080,5,76.1,0,0
SC01774,city center,QX3000,6,95.7,2,0
SC01775,city center,QX2080,6,85.6,1,0
SC01776,city center,QX2080,3,66,0,1
SC01777,residential,QX2080,2,66.4,1,0
SC01778,downtown,QX1010,9,71.7,1,0
SC01779,residential,QX1010,6,83.2,0,0
SC01780,downtown,QX2080,na,77,0,0
SC01781,residential,QX1010,1,89.6,0,0
SC01782,residential,QX2080,4,,4,0
SC01783,city center,QX1010,6,93.1,0,1
SC01784,residential,QX1010,3,90.2,0,0
SC01785,waterfront,QX1010,1,85.9,0,0
SC01786,residential,QX3000,3,95.3,0,0
SC01787,city center,QX1010,9,64.8,0,0
SC01788,city center,QX2080,6,79,1,0
SC01789,residential,QX3000,2,87.6,0,0
SC01790,city center,QX1010,5,87.1,2,0
SC01791,residential,QX2080,4,66.7,0,0
SC01792,city center,QX1010,10,75.8,0,0
SC01793,residential,QX1010,3,87,0,0
SC01794,downtown,QX2080,2,87,0,0
SC01795,downtown,QX3000,6,93.3,3,0
SC01796,waterfront,QX1010,3,90.1,1,0
SC01797,residential,QX2080,7,78.4,0,0
SC01798,residential,QX1010,5,87.7,1,0
SC01799,waterfront,QX2080,3,80.4,2,0
SC01800,city center,QX2080,8,79.3,0,0
